id,text,anger,disgust,fear,joy,sadness,surprise,emotions,lang,split,neutral
deu_train_track_a_00548,"nur so interessehalber, wie bist du überhaupt zu dem schluss gekommen, dass du bi bist, und dann in einer gleichgeschlechtlichen beziehung gelandet?  zum glück ist es noch früh genug. sag es ihr einfach - du bist nicht wirklich bisexuell, vielleicht biromantisch, sexuell fühlst du dich nur zum anderen geschlecht hingezogen. kommt dann auf ihre persönlichen neigungen an, wie sie damit umgeht. aber du musst es ihr in jedem fall deutlich sagen, alles andere wäre sehr unfair.",0,0,0,0,0,1,['surprise'],deu,train,0
deu_train_track_a_01854,"gestern hatte ich mein erstes vorsprechen überhaupt. ich bin um 5.00 morgens los gefahren, war um 12 dort, um 14.30 hab ich zwei rollen gespielt und ein lied gesungen und bisschen was über mich erzählt. dann wurde ich nicht mal eine minute raus geschickt, damit die dozenten sich besprechen und als ich wieder rein geholt wurde, hieß es 'die entscheidung ist uns leicht gefallen, wir wollen dich gerne ausbilden.""  ich bin immer noch nicht angekommen, dass ist völlig surreal.  zum kontext: bin 28m und gelernter krankenpfleger.   sowas passiert normalerweise nicht beim ersten vorsprechen. insane.",0,0,0,1,0,1,['joy' 'surprise'],deu,train,0
deu_train_track_a_00617,dschiraffe statt giraffe - keine ahnung wieso das in den letzten jahren verbreitung gefunden hat,0,1,0,0,0,1,['disgust' 'surprise'],deu,train,0
deu_train_track_a_00230,"schick sie zum endokrinologen. ihre hormone scheinen nicht gut eingestellt, wenn sie depressiv ist und ihre libido auf null ist. reden bringt da nichts, und solange sie keine libido hat, würde sie sich quasi selbst vergewaltigen, wenn sie mitmacht, sich danach missbraucht und elend fühlen. das willst du sicher auch nicht, dass sie dann nur daliegt und hofft, dass es schnell mit wenig schmerzen vorbei ist.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02201,"morgen #weltgebetstag2024  liturgie gestaltet von frauen aus #palestina ich bin bis auf wenige male, seit vielen jahren immer dabei den gottesdienst mitzugestalten. ich finde es diesmal  schwer. aber mit gottes hilfe wird mir am mikrofon nicht die stimme versagen #friedenbitte",0,0,1,0,1,0,['fear' 'sadness'],deu,train,0
deu_train_track_a_02136,bestimmt☝🏻. wie man an sowas überhaupt ne freude haben kann😐,0,1,0,0,1,0,['disgust' 'sadness'],deu,train,0
deu_train_track_a_01050,"das tut mir unfassbar leid fúr dich. aber weißt du was das gute ist? du hast es jetzt erfahren und bist noch so schön jung und kannst dein leben jetzt anders gestalten! trenn dich von ihm und zieh (wenn du das willst) zurück zu deinen eltern oder allgemein weg von ihm. du brauchst ihn nicht. finanziell kann man alles regeln, eltern fragen, soziale hilfe, alles ist da erstmal irgendwie möglich also daran soll es bitte bitte nicht scheitern! du bist nicht von ihm abhängig. du hast noch dein ganzes leben vor dir. ich wünsche dir nur das beste!!",0,0,0,1,1,0,['joy' 'sadness'],deu,train,0
deu_train_track_a_01239,"kein sex, wie sah es allgemein aus, habt ihr euch kaum geküsst, umarmt und gekuschelt?   falls nicht und der fakt das sie regelmäßig feiern war, spricht für mich eher das sie wahrscheinlich jemand anderes gefunden hat, wahrscheinlich mittendrin in einer affäre drin steckt.    wäre meine erster gedanke. eine ehe ohne kommunikation klappt selten gut. sie möchte nichtmal um eure ehe kämpfen. denke sie hat da jemand anderes gefunden.",0,1,0,0,1,0,['disgust' 'sadness'],deu,train,0
deu_train_track_a_00957,saftlos sind deine inhalte  jedenfalls schonmal. gibst  dich hier als alter mann aus.,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01590,"die menschen die fähig sind selbstzudenken, werden sich nicht mit irgendwelchen rot/grün/schwarz/lgtbq/palestina/antifa demos einschüchtern lassen. ich bin migrantin und habe keine angst vor der von den medien herausgefundenen deportation. afd will keinen deportierten sondern abschieben. abschieben ist gut. das gesetz muss angewendet werden.  wenn die gesetze missachtet werden, gibt's kein rechtsstaat mehr. wenn die staatsanwaltschaft auf befehl der regierung arbeitet, gibt's kein rechtsstaat. in deutschland ist es eine tatsache. afd muss das kranke land heilen.",1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_00311,die energiewende wird teuer. der ausbau und umbau der stromnetze könnte die strompreise bis 2030 um 20 cent steigen lassen. man rechnet hier bis 2030 mit kosten um die 500 milliarden euro. der gesamte umbau wird zwischen 1 und 2 billionen euro verschlingen. da ist nichts mit einer kugel eis!!.,1,0,1,0,0,0,['anger' 'fear'],deu,train,0
deu_train_track_a_00187,"man braucht nur die augen öffnen und beobachten, dann sieht man genau wer schaden davon getragen hat, in meinem umfeld nur geimpfte, sagt ein freund !",1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01840,"ist es üblich für ein solches  verfahren 1,25 jahre u haft zu verhängen ? 🧐",0,0,0,0,0,1,['surprise'],deu,train,0
deu_train_track_a_01724,eine blamage für diese protest partei . nicht mal ihre eigene veranstaltung kriegen sie geregelt. und sowas will regieren. unfähig er brauner haufen,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_00551,"nur das beste für deine zukunft! ich hoffe das gespräch läuft einigermaßen gesittet ab. falls nicht, kannst du immer die reisleine ziehen und wieder von daheim verschwinden.  wie alle anderen gebe ich dir den tipp: zieh nicht wieder zuhause ein. deine eltern müssen noch einiges lernen.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02213,"ich hab hier auf meinem grundstück ein zweites haus das ich in eine kneipe umbaue. mir fehlt ein lustiger name. ich wohne z.zt. in den staaten und es sollte schon was deutsches sein. die meissten deutschen kommen eh zu mir weil der ""german-american club"" ziemlich scheisse ist.  mein favorit im moment ist ""zum hurensohn.""",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00396,"ich mochte an zalando nicht, dass man für 6 teile 8 verschiedene pakete von 12 verschiedenen firmen bekommen hat (ich übertreibe..) aber ich find die auswahl halt schön groß.   was mir etwas besser gefallen hat war h&m - da kaufe ich zwar sonst seit jahren nicht mehr ein, aber insb. die hosen, leggins und kleider da find ich ganz gut.",0,1,0,1,0,0,['disgust' 'joy'],deu,train,0
deu_train_track_a_01506,"hab jetzt einige zeit medikamente genommen, um stabilität rein zu bringen. hat echt was gebracht. momentan werde ich aber umgestellt, weil hinter der depression was anderes steckte... daher gerade ohne medis (deutlich schwerer mich aufzuraffen).   mir hilft das wissen ungemein, dass es ohne tagesstruktur schlimmer wird und daher zwinge ich mich. meistens ist den widerstand überwinden das größte problem, wenn man angefangen hat läuft es eigentlich von selbst.   gibt es vielleicht einen weg für dich das zu schaffen?",0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01227,hamas ist nur eure ausrede um die palästinenser zu vernichten!,1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_02078,menschen die lautstark tiktoks in den öffentlichen anschauen,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_00460,sind wir nur von knechten der us regierung umgeben?,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_02003,"der genozid muss aufhören, würde es wirklich um geiseln gehen, würden sie doch keine rakete warlos in menschenmengen schießen. damit löschen sie ihre eigenen geiseln aus. wie sie klar zugeben, geht es um terretoriums erweiterung.",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_02176,"hi kuhlertype,  ich finde es total wichtig, dass ihr eine offene kommunikation über eure rollen habt! wie du richtig sagst, seid ihr ein paar und nicht pflegende und pflegefall.  schaut gemeinsam darauf, wo ihr euch als paar begegnet und wo es für dich und für deine frau ok ist, dir zu helfen, ohne in eine pflegerinrolle zu kommen. vielleicht gibt es ja auch bereiche, wo du dich und sie dich als hilfreich erlebt (klassische beispiele: ausfüllen der steuererklärung oder einrichten von technischen dingen oder ähnliches!)",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00992,"der unterschied zwischen auschwitz und gaza:  die auschwitz-häftlinge fürchteten, dass die welt nicht glauben wird, was dort geschah.  die gaza-häftlinge wissen seit über 76 jahren, dass ihnen der westen nicht glaubt.   daraus erwuchs ihre stärke. israel hasst das.",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_02247,hab auch die woche rufbereitschaft. bei uns per umleitung aufs normale handy. kann also nicht lautlos stellen. 😭,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_00206,"ja das ist völlig in ordnung, es gibt dazu keine studien, die eine schädliche wirkung beweisen würden :) hatte mich damals vor meinem friseurtermin auch informiert.   viel spaß! :)",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_01020,"ich weiß es ist schwer von seinem ersten kind getrennt zu sein. es ist doof alleine im kh zu sein und zu warten.   aber tu es. warte mit der einleitung so lange es geht.  ich wurde bei meinem zweiten kind auf drängen der ärzte eingeleitet und dachte ""so schlimm kanns ja nicht werden"". doch wurde es. und noch schlimmer. es war schrecklich und ich bin gerade dabei das trauma zu verarbeiten.  deswegen, solange es dem kind gut geht warte lieber noch. entspanne dich so gut es geht, schau irgendeine lustige serie oder so, ablenkung hilft meistens sehr gut.  ich drücke dir die daumen!",0,1,1,0,1,0,['disgust' 'fear' 'sadness'],deu,train,0
deu_train_track_a_01154,ganz klar für eine impfpflicht. anders werden wir das wohl nicht in den griff bekommen.,0,0,1,0,0,0,['fear'],deu,train,0
deu_train_track_a_01583,"nein nein nix da, fuck den schön weiter ab bis er seinen scheiß weg räumt, oder räum es ihm auf den arbeitsplatz. der macht dir damit nur mehr arbeit, da würde ich an die decke gehen",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_02478,"schöner text. ich war mal mit freunden im urlaub, als ich einen depressiven schub bekam. wie das so ist, hatte ich objektiv betrachtet jeden grund, glücklich zu sein, fühlte mich aber trotzdem bloß furchtbar. ich hab mich geschämt und hatte angst, den anderen mit meiner stimmung den trip zu vermiesen.  irgendwann bin ich kurz raus, um in ruhe zu weinen (und das nicht auch noch jemandem zuzumuten), da kam eine freundin zu mir, nahm mich vorsichtig in den arm und sagte bloß ""alles, was du grad fühlst, darfst du auch fühlen.""  der satz begleitet mich seitdem und der text hat mich irgendwie daran erinnert.",0,0,0,1,1,0,['joy' 'sadness'],deu,train,0
deu_train_track_a_00248,"das war hier die ersten 500 kommentare ganz lustig, inzwischen stellen wir aber einen verstärkten incel-einschlag bei den neueren kommentaren fest. überhaupt scheinen sich eine menge leute ziemlich ausgelöst zu fühlen - ich würde ja gerne behaupten, dass das auch nur *irgendwie* überraschend ist.   wir dulden keine persönlichen angriffe. auch nicht, wenn op mit capslock auf den nerv geht. zum mitschreiben: capslock ist keine einladung mal den angestauten hass aufs andere (oder teilweise gleiche) geschlecht rauszulassen. persönliche angriffe und sexismus werden gestriket, incel-kommentare sorgen dafür, dass der account ganz aus dem sub gekärchert wird.",1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01567,"hin und wieder stolpere ich über einen beitrag, der mir entweder weiterhilft oder mich unerwartet zum lachen bringt. diesen leuten gebe ich einen award in dem wissen, dass das geld einen kleinen beitrag dazu leistet, die plattform für diesen beitrag bereitzustellen.",0,0,0,1,0,0,['joy'],deu,train,0
arq_train_track_a_00271,عيني عيطت: خرجت؟ في هاذ الوقت يا ربّي!,1,0,1,0,0,1,['anger' 'fear' 'surprise'],arq,train,0
arq_train_track_a_00165,الراوي: عينين ماما كانوا يحللوا فيها. عمر كان حاب يخرج للطريق يسوغ بصح يماه حبساته عند الباب.,1,1,1,0,1,0,['anger' 'disgust' 'fear' 'sadness'],arq,train,0
arq_train_track_a_00404,"الراوي: ""نهار الخميس، عمر ماكانش يقرا و عيني ما كانتش تعرف كيفاش تتهنى منه.""",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],arq,train,0
arq_train_track_a_00240,"عيني: "" ما تحشمش يا واحد البنيتة!""",1,1,0,0,0,0,['anger' 'disgust'],arq,train,0
arq_train_track_a_00687,"عيني:""سعدي في الهم!""",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],arq,train,0
arq_train_track_a_00830,عمر قعد غير يدقدق فالباب قبل ما يحلّوله. واحد الصوت سقسى مالداخل: شكون؟ جاوب: أنا عمر.,0,0,1,0,0,1,['fear' 'surprise'],arq,train,0
arq_train_track_a_00201,قراجمه يوجعوه و كان يعاود شوية كلمات هوما هوما بلا ما يحبس.,0,0,0,0,1,0,['sadness'],arq,train,0
arq_train_track_a_00875,الراوي: امبعد راحوا و فاطيمة قدرت تدخل لبيتها.,0,0,0,1,1,0,['joy' 'sadness'],arq,train,0
arq_train_track_a_00645,الراوي: عمر يقدر ضرك يطلق روحه ويرقد، يرقد، يرقد.,0,0,0,1,0,0,['joy'],arq,train,0
arq_train_track_a_00180,الراوي: الناس كانوا يستناو ذاك الوقت باش يتنفسوا. و ثماك وين كانوا النسا يروحوا يعسوا حميد.,0,0,1,0,0,0,['fear'],arq,train,0
arq_train_track_a_00621,عويشة حبست ما تخبّي الفرحة ديالها. عيني نطقت: - من واش من جيهة راكي؟,0,0,0,1,0,1,['joy' 'surprise'],arq,train,0
arq_train_track_a_00358,"جدة: ""واش كنت قادرة ندير يا بنتي؟""",0,0,1,0,1,1,['fear' 'sadness' 'surprise'],arq,train,0
arq_train_track_a_00247,زينة: ما حبتنيش نجري ثانيت!؟ ما عنديش رجليّا خلاص، يا وليدي. واش راه صاري؟ وعلاش ما تجيش هي؟,1,0,1,0,0,1,['anger' 'fear' 'surprise'],arq,train,0
arq_train_track_a_00740,"امبعد عيشة العجوزة راحت للسحين شادة فالحيط مطلعة عينيها للسما و تدعي بلعقل: ""يا ربي إذا تقبل دعاويا سلكنا"". ركعت و قاعدة تهدر بلعقل.",0,0,1,0,1,0,['fear' 'sadness'],arq,train,0
arq_train_track_a_00430,عويشة: ما سمعت والو. كنت مشغولة. ما نقدرو نسّمعوا والو منّا. ضرك نروح نشوف.,0,0,0,0,0,1,['surprise'],arq,train,0
arq_train_track_a_00544,اخواتته حسبوا روحهم انبخصوا ما لّا قالوا: شحال نقدرو نعيشو خير من هكذا لو كان ما نشريوش كامل هاذ الخبز.,1,1,0,0,1,0,['anger' 'disgust' 'sadness'],arq,train,0
arq_train_track_a_00584,وكي كامل كانوا يخمّموا على معيشة جدّة، بنت خالتهم الصغيرة نطقت: - كي ما يولّوش قادرين يعيشوا، يحسّوا. يفهموها ثم ثم…,0,0,0,0,1,0,['sadness'],arq,train,0
arq_train_track_a_00840,"الراوي: كي يسيل الدم عند جماعة الجماعة لخرى تهرب و يبداو ينقزوا و يعيطوا: ""هو! هو!"" باش يتمسخروا بيهم.",1,0,0,1,0,0,['anger' 'joy'],arq,train,0
arq_train_track_a_00829,يماه جاوباته: انت بلّع فمك!,1,1,0,0,0,0,['anger' 'disgust'],arq,train,0
arq_train_track_a_00504,"الشيخ حسان قال بلعقل: ""ما كانش منها كي يقولولكم بلي فرنسا هي بلادكم...""",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],arq,train,0
arq_train_track_a_00229,عمر كان فايق بلي جدة ما كانتش فاهمة مليح واش لي راهو صايرلها. كانت بلا قوة وماشي قادرة تحبس قباحة عيني وفي عينيها كان يبان الهم تع وحدة عيات بزاف.,0,0,1,0,1,0,['fear' 'sadness'],arq,train,0
arq_train_track_a_00311,لالة: و باباك راح للمسيد؟ و جدك؟ و جدودك؟ و ڨع سلالتك؟ و عايلتك؟ و لي نعرفوهم؟,1,1,0,0,0,0,['anger' 'disgust'],arq,train,0
arq_train_track_a_00578,الراوي: عمر كان هكذا مخلّي روحه بلا ما يخمّم في والو، محمي بالطُفُولَة دياله.,0,0,0,1,0,0,['joy'],arq,train,0
arq_train_track_a_00898,الراوي: كانت تشكي بصح من بعد تدير كيما لُخرين.,0,0,0,0,1,0,['sadness'],arq,train,0
arq_train_track_a_00823,"عمر لقى روحه وحده في السحين و الدم ضرب في وذنيه: ""بوليسية!""",1,0,1,0,0,1,['anger' 'fear' 'surprise'],arq,train,0
arq_train_track_a_00064,عيني: فرحتك ما نحبّسهالكش. بصّح ربي يحبّسهالك.,1,1,0,0,0,0,['anger' 'disgust'],arq,train,0
arq_train_track_a_00513,"واحد من الدراري: "" كليت طرف لحم كبير هكذا؟""",0,0,0,1,1,1,['joy' 'sadness' 'surprise'],arq,train,0
arq_train_track_a_00343,الراوي: على الحداش صرات مضاربة بالحجر عند الباب تع المسيد و كملت في الطريق حتى للمدينة.,1,0,0,0,0,0,['anger'],arq,train,0
arq_train_track_a_00472,الراوي: دار سبيطار كانت كيما القرية. الطول ديالها و كيفاش كانت مخدومة الداخل ما كانوش يقدروا يعطونا فكرة على شحال من كاري كان الداخل.,0,0,0,0,0,0,[],arq,train,0
arq_train_track_a_00360,"الشيخ بن صاري: ""راني نقولها ليكم كامل: خلاص! هاذ الدموع ثمال و حقنا نعيطوا! نعيطو نسّمعو كامل لي ما يسمعوش... إذا بقى في هاذ البلاد... إذا بقى لي ما فهموش... انتو فهمتوا. واش عندكم تقولوا؟""",1,1,0,0,1,1,['anger' 'disgust' 'sadness' 'surprise'],arq,train,0
arq_train_track_a_00485,الراوي: زينة ما كانتش فرحانة بروحها لي قلقتهم.,0,0,0,0,1,0,['sadness'],arq,train,0
arq_train_track_a_00555,عيني راقدة تهدر: في بالك ما راهي تربح والو من هاذ السّفر؟,0,1,0,0,1,1,['disgust' 'sadness' 'surprise'],arq,train,0
arq_train_track_a_00864,المراة: و يامات من بعد مرته ماشي راحت لعندهم؟ كانت حابّة تعرف واش راه وتدّيله الماكلة.,0,0,1,0,1,1,['fear' 'sadness' 'surprise'],arq,train,0
arq_train_track_a_00134,الراوي: الرّجال كانوا يسمعوا: ناس الدّوّار، الفلّاحين، لي جابوا ريحتهم معاهم، ريحة قاسحة تاع التراب كي يقلبوه كي يخدموا لرض.,0,0,0,0,0,0,[],arq,train,0
arq_train_track_a_00693,الراوي:عمر  مع ڨع هذا، حب يفهم واش صرا.,0,0,0,0,0,1,['surprise'],arq,train,0
arq_train_track_a_00224,الراوي: الزنقات كامل كانوا دايّين هاذ الناس لقدّام البلدية وين انطّاموا كامل ناس تلمسان.,0,0,1,0,0,0,['fear'],arq,train,0
arq_train_track_a_00159,الراوي: من جميع لي يسكنوا في دار سبيطار واحد ما فهم علاه ذاك الحس.,0,0,0,0,0,1,['surprise'],arq,train,0
arq_train_track_a_00320,الراوي: عيني ولات تعرف كيفاش تفهم هاذ الحسابات من قوة اللي عندها يامات من اللي راهي تعاودهم.,0,0,0,1,0,0,['joy'],arq,train,0
arq_train_track_a_00761,عيني: كي نخدمو ڨع حياتنا تقعدلنا دار العجزة ولاّ نطلبو.,0,1,0,0,1,0,['disgust' 'sadness'],arq,train,0
arq_train_track_a_00093,الراوي: عندها شويّة وقت، جدّة ولّات تهدر بزّاف! ردّوا بالهم بلّي كي لي راهي متحاكمة مع كاش حاجة ما تنشافش.,1,0,0,0,1,1,['anger' 'sadness' 'surprise'],arq,train,0
arq_train_track_a_00090,الراوي: كانوا يهّدروا عليها كلّ مرّة. قالك لي رايح يبدا هاذ الحرب واحد واعر. الرّمز دياله واحد الصليب معوّج من كامل لجوايه تقوشيها رودة كانت مرسومة بالفحم في كامل الحيوط تع المدينة.,0,0,1,0,0,1,['fear' 'surprise'],arq,train,0
arq_train_track_a_00570,جدّة: - ما عندكش قلب. ما عندكش الرّحمة للّي جابتك للدّنيا. ترقدي وتخلّيني؟ كانت تعيّط لعمر.,1,1,1,0,1,0,['anger' 'disgust' 'fear' 'sadness'],arq,train,0
arq_train_track_a_00432,"عمر خمّم ""انعم ايه"".",0,0,0,0,0,0,[],arq,train,0
arq_train_track_a_00448,عمر بدا يحلّل بصح قدور غلقله الباب على وجهه و عمر كملّ يطبطب و يبكي من قلبه: عمي قدور ربي يحفظك! أعطيني الخبز! ان شاء الله ربي يعطيك بزاف الدراهم! ان شاءالله تروح لمكة!,0,0,1,0,1,0,['fear' 'sadness'],arq,train,0
arq_train_track_a_00274,الراوي: واحد من اولاد خالتي حسنة لقى خدمة لعمر عند واحد الحفّاف.,0,0,0,1,0,0,['joy'],arq,train,0
arq_train_track_a_00078,الراوي: الماشينة عندها خمسطاش سنة معنتها قبل ما يموت راجلها بدات عيني تستعملها باش تعيّشهم.,0,0,0,0,1,0,['sadness'],arq,train,0
arq_train_track_a_00708,عمر كان يعرف ناس كيما عايلته، جيرانهم وكامل لي كانوا معمرين دار سبيطار، ديور كيما هي وحومات كيما دياله: كامل هاذ القلالين مطمومين! شحال كانوا بزّاف!,0,0,0,0,1,1,['sadness' 'surprise'],arq,train,0
arq_train_track_a_00349,نطقت المراة: انت لازم نستناوك نص نهار!,1,0,0,0,0,0,['anger'],arq,train,0
arq_train_track_a_00575,الراوي: بنيان بعيد كان يبان من الفتحة تاع الباب المظلامة في هاذ الليلة.,0,0,0,0,0,0,[],arq,train,0
arq_train_track_a_00632,الراوي: كي كانت تقول هكذا الحالة تزيد تخسر بصح كي كانت تدوس، عيني كانت تنقص على روحها شوية.,1,0,0,0,1,0,['anger' 'sadness'],arq,train,0
arq_train_track_a_00102,عمر: راهي الحرب! راهي الحرب! و ما قدرش يقول حاجة أخرى.,0,0,1,0,0,1,['fear' 'surprise'],arq,train,0
arq_train_track_a_00582,لالة كانت ملحفة بحايك صوف ابيض حبطاته و خرجت منديل من حزامها باش تمسخ بيه وجهها.,0,0,0,0,0,0,[],arq,train,0
arq_train_track_a_00167,"عيني: ""انسروا نيفكم من قبل يا ذراري.""",0,1,0,0,0,0,['disgust'],arq,train,0
arq_train_track_a_00619,الراوي: قالوله لعمر بلي حكمه واحد المرض في صدره ما قدرش يبرى منه و مات.,0,0,1,0,1,0,['fear' 'sadness'],arq,train,0
arq_train_track_a_00033,الراوي في كرش عمر الماكلة لّي كلاها تخلطت: الخبزو الخيار قعدوا غير يثقالوا.,0,0,0,0,0,0,[],arq,train,0
